Date,Industry_Vertical,Sub_Vertical,City,Invester_name,Investment_Type,Funding_Amount_in_cr,Startup_name
18-04-2017,Technology,Markerless AR platform,Bangalore,Ideaspring Capital,Private Equity,4.8,Twigly
18-04-2017,Technology,Virtual Reality Startup,Bangalore,Exfinity Venture Partners,Private Equity,10,Rentmojo
19-04-2017,Technology,IoT Platform for Bus,New Delhi,Undisclosed Investor,Seed Funding Round,1.24,Augrav
21-04-2017,Consumer Internet,Video Based Collaborative Learning,Bangalore,"Ravi Garikipati, Surot Chatterjee, Ashish Agrawal, LG Chandrasekhar, Sashi Reddi",Seed Funding Round,8,Bankerbay
24-04-2017,Food & Beverages,QSR chain and online food delivery,Pune,"Ligthbox Ventures II, Lightbox Expansion Fund, Sequoia Capital India, RuNet South Asia, RB Investments",Private Equity,50.4,Ridlr
25-04-2017,Consumer Internet,CoWorking Spaces booking platform,Gurgaon,"Arun Tadanki, Aditya Verma",Seed Funding Round,1.96,Sagacito
26-04-2017,Consumer Internet,Collaborative co-Working Spaces,Mumbai,Sequoia India,Private Equity,160,Niyo Solutions
26-04-2017,Technology,Customer data analytics software,Mumbai,DAH Beteiligungs GmbH,Private Equity,88,Tax2Win
26-04-2017,Consumer Internet,Public and Private Events creation app,Chennai,S. Xavier Britto,Seed Funding Round,12,Truckola
26-04-2017,E-commerce,Online fashion marketplace,New Delhi,Trifecta Capital,Private Equity,8,Mytaxiindia
27-04-2017,Consumer Internet,On-Demand Food Delivery,Mumbai,"Agnus Capital, Khattar Holdings",Private Equity,28.8,Atomberg
28-04-2017,Consumer Internet,Healthcare related content platform,New Delhi,Accel Partners,Seed Funding Round,6,Sillymonks
01-03-2017,Consumer Internet,Online Jon Portal,Bangalore,Sequoia Capital India,Private Equity,80,Grey Campus
02-03-2017,Consumer Internet,Women Healthcare & Information portal,Hyderabad,"Ventureast, Endiya Partners, Eight Roads Ventures, F-Prime Capital Partners",Private Equity,12,Storeking
02-03-2017,Technology,Packaging Artwork Management software,Chennai,Ideaspring Capital,Seed Funding Round,4,Myseniordoctor
02-03-2017,Consumer Internet,Micro Lending platform,Gurgaon,Lightspeed Venture Partners,Private Equity,20,Epaylater
02-03-2017,Consumer Internet,Online Credit score & lending platform,Chennai,Quona Capital,Private Equity,60.8,Bombay Shirt Company
03-03-2017,Technology,Employee Onboarding and Engagement platform,Bangalore,"Bhupen Shah, Jayesh Parekh, Sanjay Sathe",Seed Funding Round,2.2,Jivox
03-03-2017,Technology,eCommerce Mobile App Builder,Ahmedabad,"Bennett, Coleman and Company Ltd",Private Equity,53.6,Curejoy
03-03-2017,E-commerce,ECommerce Marketplace,Bangalore,Alibaba,Private Equity,1600,Unnati Helpers
04-03-2017,Health Care,Health Diagnostic Solutions,Mumbai,CDC Group Plc,Private Equity,156,Cleartax
06-03-2017,Consumer Internet,Online Counseling Platform,Mumbai,Atul Nishar,Seed Funding Round,9.6,Silvan Innovation Labs
06-03-2017,Consumer Internet,Fashion and Lifestyle discovery platform,Gurgaon,"Aneesh Seth, Tushar Mittal",Seed Funding Round,1.2,Greythr
06-03-2017,Consumer Internet,Gadget Insurance & Repair Services platform,Mumbai,SIDBI Venture Capital Fund,Private Equity,14.32,Onspoon
07-03-2017,Technology,Direct-to-Farmer Mobile-Based Retail platform,Pune,Accel Partners,Private Equity,80,Celerix
07-03-2017,Technology,"DSP, TV Analytics & Cross-Platform advertising",Bangalore,Star India Pvt Ltd,Private Equity,80,Naturenama
07-03-2017,Technology,Cyber Security Solutions,Noida,IDFC Parampara Early Stage Opportunities Fund,Private Equity,8,Syona Cosmetics
07-03-2017,Consumer Internet,Online Vehicle Services Booking platform,New Delhi,National Science and Technology Entrepreneurship Development Board,Seed Funding Round,0.24,Prettysecrets
07-03-2017,Consumer Internet,Intra-City Logistics provider,Bangalore,"IDG Ventures India, Michael & Susan Dell Foundation, Draper Associates, Unitus Seed Fund",Private Equity,29.2,Spiderg
08-03-2017,Technology,Intelligent Sales Prospecting Platform,Chennai,"IDG ventures, Axilor Ventures, Emergent Ventures, Indian Angel Network",Seed Funding Round,8.8,The Uolo
09-03-2017,Consumer Internet,Instant Mobile Apps Store,Bangalore,Deepak Gurnani,Seed Funding Round,4,Schedulers Logistics
09-03-2017,Consumer Internet,Online Real Estate Portal,Mumbai,Times Internet Ltd,Private Equity,36,Kabadiexpress
10-03-2017,Health Care,Female Hygiene product manufacturer,New Delhi,Indian Angel Network,Seed Funding Round,3.54,Yourdost
10-03-2017,Technology,SDN Solutions,Bangalore,Ideaspring Capital,Seed Funding Round,4.8,Locanix
15-03-2017,E-commerce,Tech Accessories e-tailer,Hyderabad,"Florintree, Mathew Cyriac, Chidambaram Palaniappan, Bharat Sheth",Private Equity,26.8,Trendieapp
15-03-2017,Consumer Internet,On-demand home services provider,Kolkata,Undisclosed Investor,Seed Funding Round,0.8,Velvetcase
16-03-2017,Consumer Internet,Loyalty rewards app,Mumbai,"IDG Ventures, Blume Ventures, Saha Fund",Private Equity,10.8,Meru Cabs
16-03-2017,Consumer Internet,Fitness Mobile App,Gurgaon,"Sujeet Kumar, Bhupender Singh, Yashish Dhaiya",Seed Funding Round,1.6,Prescribez
21-03-2017,Technology,Online payment Gateway,Mumbai,"Kalaari Capital, Rakesh and Rajesh Jhunjhunwala",Private Equity,29.36,Easyroads
21-03-2017,Consumer Internet,On-Demand Beauty Services,Mumbai,L\\xe2\\x80\\x99Occitane,Private Equity,42.4,Seclore
22-03-2017,Consumer Internet,Tech-Enabled Social Enterprise,Bangalore,"Ravi Saxena, Sandeep Raju",Seed Funding Round,1.53,Comarete
23-03-2017,Consumer Internet,Online Travel Search Engine,Gurgaon,"Sequoia Capital, Kinzon Capital",Private Equity,120,Mydentistchoice
23-03-2017,Technology,Marketing Research Company,Pune,"FTV Capital, Zodius Capital",Private Equity,448,Indee
24-03-2017,Technology,supply chain automation platform,Bangalore,Ojas Ventures,Seed Funding Round,3.06,Weballigator
28-03-2017,Consumer Internet,On-demand Personal Assistant service,Gurgaon,Brand Capital,Private Equity,2.4,Innonano Research
29-03-2017,Consumer Internet,Vacation Trip Planning platform,Mumbai,"Ankit Gupta, Puneet Motihar",Seed Funding Round,2.6,Zenify
29-03-2017,E-commerce,Self-Checkout ECommerce App,Bangalore,KStart Capital,Seed Funding Round,5.2,Fractal Analytics
31-03-2017,Technology,Turnkey Solar Solutions,Mumbai,Samridhi Fund,Private Equity,24,Taxivaxi
07-02-2017,Consumer Internet,Online Counselling Platform,Mumbai,"Batlivala & Karani Securities, Venture Works",Seed Funding Round,3.6,Machadalo
07-02-2017,Consumer Internet,Online travel agent marketplace,Noida,"RB Investments, SAIF Partners, Bessemer Venture Partners",Private Equity,80,Dil Mil
08-02-2017,Consumer Internet,"Online Travel, Adventure & Activities Portal",Bangalore,Earlsfield Capital,Seed Funding Round,8,Hungama
08-02-2017,Technology,IoT Based Energy Monitoring & Control,Gurgaon,"pi Ventures, Blume Ventures",Private Equity,9.6,Shipsy
08-02-2017,Consumer Internet,Automobile Classifieds Portal,Mumbai,Temasek Holdings,Private Equity,440,Gear6
08-02-2017,Consumer Internet,Online Education Portal,Gurgaon,Facebook FB Start programme,Seed Funding Round,0.32,Living Local
09-02-2017,E-commerce,Women Apparel & Lifestyle etailer,Bangalore,"RB Investments, Sequoia Capital",Private Equity,48,Oyo
10-02-2017,E-commerce,Online Food Delivery Platform,Bangalore,Al Dhaheri family,Private Equity,4,Legalraasta
13-02-2017,Technology,Decision Sciences Analytics Solutions,Bangalore,"Vertex Ventures, Lumis Partners",Private Equity,60,Beaconstalk
13-02-2017,Consumer Internet,On Demand Laundry & Dry Cleaning Services,Chennai,Anil Jain & other HNIs,Private Equity,25.6,Vyomo
13-02-2017,Consumer Internet,Mortgage Offering Platform,Gurgaon,"Kleiner Perkins, Goldman Sachs, Pine Brook",Private Equity,120,Nestaway
13-02-2017,Consumer Internet,Parenting Mobile App,New Delhi,Mohit Joshi & Others,Seed Funding Round,2.64,Jugnoo
13-02-2017,Technology,Expense Management Solution,Bangalore,Pravega Ventures,Seed Funding Round,3.2,Driverscart
14-02-2017,Consumer Internet,Online Bike & Car Services provider,Chennai,"Mahalingam K, Girish Mathrubootham",Seed Funding Round,2.4,Toko Innovation Studios
14-02-2017,Consumer Internet,Online Payment Gateway,Mumbai,Infibeam,Private Equity,179.2,Commut
15-02-2017,Technology,Drone operations management platform,Missourie,Quake Capital,Seed Funding Round,2.8,Impact Guru
16-02-2017,Consumer Internet,Online Marketplace for Used Cars,Mumbai,Shunwei Capital,Private Equity,24,Momark
16-02-2017,Consumer Internet,Online Media,Bangalore,"Kalaari Capital Partners, Qualcomm, 3ONE4 Capital Advisors, UC-RNT",Private Equity,24,Systemantics
17-02-2017,Technology,AR & VR platform,Hyderabad,SRI Capital,Seed Funding Round,4,Imarticus Learning
17-02-2017,E-commerce,Solution provider for pet needs,Mumbai,Facebook FBStart,Seed Funding Round,0.32,N.O.W
18-02-2017,Consumer Internet,First Aid care app,Gurgaon,Facebook FBStart,Seed Funding Round,0.32,Reach
22-02-2017,Consumer Internet,Photo Sharing for Groups,Bangalore,Facebook FBStart,Seed Funding Round,0.32,Lovecycles
27-02-2017,E-commerce,Online Jewellery etailer,Bangalore,Undisclosed Investors,Seed Funding Round,0.75,Pinkblue
28-02-2017,Consumer Internet,Live Online Coaching Classes,New Delhi,"Brand Capital, Paragon Trust",Private Equity,8,Truckingcube
02-01-2017,Consumer Internet,Online Tax Filing platform,Pune,"TV Mohandas Pai, V Balakrishnan, PV Srinivasan",Seed Funding Round,2.93,Proximit
03-01-2017,Technology,IoT & SAAS Solutions for Transportation Industry,Panaji,K2 Capital,Seed Funding Round,6.6,Withme
06-01-2017,Logistics,Supply Chain Solutions Provider,Mumbai,"India Nivesh Growth Fund, Sixth Sense, TCI Ventures",Private Equity,104,Hello Curry
07-01-2017,Consumer Internet,Mobile Wallet,Mumbai,Jasper Infotech Pvt Ltd,Private Equity,456,Gosporto
09-01-2017,Consumer Internet,Movie Ticket Booking platform,Chennai,Alibaba Pictures,Private Equity,280,Room On Call
10-01-2017,Technology,SAAS Based Retail Analytics Solutions,Mumbai,BlackSoil Capital Pvt Ltd,Private Equity,6.4,Drivojoy
10-01-2017,Technology,e-surveillance services provider,Mumbai,"Mayfield India, Trifecta Capital",Private Equity,40,Creditseva
10-01-2017,Consumer Internet,Small Business Loans Marketplace platform,Gurgaon,"Vedanta Capital, William Campbell, Toos N Daruvala",Private Equity,18,Endless Robotics
12-01-2017,Consumer Internet,Real-time Mobile App Management Platform,Bangalore,"IDG Ventures, Endiya Partners",Private Equity,10.8,Veritas Finance
12-01-2017,Consumer Internet,Property Search Aggregator platform,Gurgaon,"Lohia Group, Andre Hoffman",Private Equity,80,Qikship
13-01-2017,Technology,IoT smart Logistics and Asset Management Company,Mumbai,Deutsche Telekom Strategic Investments & Others,Private Equity,32.8,Fixnix
13-01-2017,Consumer Internet,Gadgets Repair & Service Booking platform,Bangalore,"Blume Ventures, Girish Mathrubootham, Aprameya Radhakrishna",Seed Funding Round,3.52,Strike
16-01-2017,Consumer Internet,Branded PG Accomodation booking platform,Bangalore,"Nexus Venture Partners, Innoven Capital",Private Equity,40,Mazkara
16-01-2017,Consumer Internet,Custom & Modular Furniture platform,Mumbai,Undisclosed Investors,Seed Funding Round,5.6,Pindropmusic
17-01-2017,Consumer Internet,Online Learning Platform,Bangalore,"Menterra Social Impact Fund, Unitus Seed Fund",Private Equity,6.4,Woodpie
17-01-2017,Consumer Internet,Parenting Info & Social Network,Bangalore,Flipkart,Private Equity,16,Perfumery
17-01-2017,Consumer Internet,Online Healthcare platform,Bangalore,"Tencent,\\xc2\\xa0 ru-Net, RSI Fund, Thrive Capital",Private Equity,440,Gingercrush
17-01-2017,Consumer Internet,Food Discovery Platform,New Delhi,India Quotient and others,Seed Funding Round,3.53,American Vision
17-01-2017,Consumer Internet,Online Car Service Platform,Gwalior,undisclosed investors,Seed Funding Round,4,Dawailelo
17-01-2017,Consumer Internet,Logistics and truck aggregator platform,Bangalore,"Ajith Nair, Anish K",Seed Funding Round,1.18,Istyleyou
18-01-2017,E-commerce,Online Tea etailer,New Delhi,"Mumbai Angels Network, Fireside Ventures, Singapore Angel Network",Seed Funding Round,5.2,Capzest
19-01-2017,Consumer Internet,Online Marketplace for Wedding Venues and vendors,Mumbai,Singularity Ventures,Private Equity,8,Actonmagic
22-01-2017,Consumer Internet,social messaging platform,New Delhi,Undisclosed investor,Seed Funding Round,0.4,Tablehero
23-01-2017,Technology,Maths Learning program,New Delhi,"CapitalG, Sequoia India",Private Equity,120,The Viral Fever
24-01-2017,Consumer Internet,Mobile-based Social Platform for Sports,Bangalore,Indochine International,Private Equity,4,Ark Robot
24-01-2017,Consumer Internet,Platform to take businesses online,Hyderabad,"Iron Pillar and IIFL, Blume Ventures, Omidyar Network",Private Equity,80,Jaypore
24-01-2017,Consumer Internet,Online transport vehicle booking platform,Bangalore,"GMO Japan, Neelesh Bhatnagar",Private Equity,32,Advantage Club
25-01-2017,Technology,Agri Decision Support Solution for farmers,Pune,IvyCap Ventures,Private Equity,32,Taskbob
25-01-2017,Technology,Security-as-a-Service solution provider,Bangalore,ABM Knowledgeware,Private Equity,17.6,Sayfix
26-01-2017,Consumer Internet,Health Tests Booking platform & ePharmacy,Ahmedabad,Brand Capital,Private Equity,11.2,Juspay
26-01-2017,Consumer Internet,Hyper-local Handyman Service provider,Chennai,V Aanand R,Seed Funding Round,2.4,Funcart
30-01-2017,Technology,IoT solutions for home automation applications,Mumbai,Sanjay Mehta & Others ( The Ten Minute Million),Seed Funding Round,0.85,Edubridge
30-01-2017,Technology,Cloud based Virtual Servers,New Delhi,The Ten Minute Million,Seed Funding Round,0.18,Hopscotch
30-01-2017,E-commerce,Used Furniture Marketplace,Mumbai,The Ten Minute Million,Seed Funding Round,0.54,B9 Beverages
30-01-2017,Consumer Internet,Smart Online address tags,Bangalore,The Ten Minute Million,Seed Funding Round,0.14,Mychild App
31-01-2017,E-commerce,Online Pet Products Store,New Delhi,Undisclosed Investors,Private Equity,16,Alefnmobitech
01-12-2016,Technology,Healthcare Software System,Noida,"SQue Capital, Grace Capital Ventures, Soham Vencaps",Private Equity,9.6,Zebpay
01-12-2016,Consumer Internet,Online Instant personal Loan provider,New Delhi,"DSG Consumer Partners, American Express Ventures, Cyber Carrier VC, AdvantEdge Partners",Private Equity,32,Planmynmedicaltrip
01-12-2016,Consumer Internet,Lock screen Rewards mobile app,New Delhi,Songhyun Investment,Private Equity,28.8,Justdakhila.Com
02-12-2016,Consumer Internet,Entry-Level job Seekers platform,New Delhi,Undisclosed,Seed Funding Round,0.8,Infurnia
02-12-2016,Technology,Transport and logistics mobile App,Mumbai,Franchise India,Private Equity,24,Confirmtkt
05-12-2016,E-commerce,Online Grocery Store,Bangalore,Lakshmi Vilas Bank & undisclosed HNIs,Private Equity,11.2,Freshmenu
06-12-2016,Consumer Internet,Mobile Contacts Management app,New Delhi,Info Edge (India),Seed Funding Round,1.18,Ibus Networks
07-12-2016,Consumer Internet,Online Investment Advisory platform,Bangalore,"Venk Krishnan, MJ Aravind, Vikram Kotak, Jayant Davar,\\xc2\\xa0 Ramkumar Nishtal, Arjun Sharmaa",Seed Funding Round,3.52,Collegedunia
08-12-2016,Consumer Internet,Online Consumer Lending platform,Mumbai,PayU,Private Equity,52,Industrybuying
08-12-2016,Consumer Internet,Online Car servicing Booking platform,Gurgaon,Venture Catalysts,Seed Funding Round,2,Just Buy Live
09-12-2016,E-commerce,Fashion Apparel eTailer,New Delhi,Kalaari Capital,Private Equity,48,Imbesharam
09-12-2016,Technology,Content Management & Productivity platform,Bangalore,Mumbai Angels,Seed Funding Round,3.6,Creo
09-12-2016,Technology,Health-Tech platform,Jaipur,Unicorn India Ventures,Seed Funding Round,2,Shabdanagari
12-12-2016,Technology,Education & learning Tech platform,Bangalore,Verlinvest SA,Private Equity,80,Silvan
12-12-2016,Consumer Internet,P2P Lending platform,New Delhi,Undisclosed Investors,Seed Funding Round,1.6,Eps
12-12-2016,Consumer Internet,Online Doctor Consulting platform,Gurgaon,RoundGlass Partners,Private Equity,16,Siftr Labs
12-12-2016,Food & Beverages,Cold Press Juice manufacturer & seller,New Delhi,"Siddhartha Gupta, Ashvin Chadha",Seed Funding Round,16,Applicate
13-12-2016,Consumer Internet,Online lending platform,Gurgaon,Omidyar Network,Private Equity,80,Zebi (Yet To Launch)
14-12-2016,Consumer Internet,Hotel Booking platform,Gurgaon,"Lead Angels Network, Anbu Pandian, Prabhakar MR & Others",Seed Funding Round,1.2,Godof Hospitals
14-12-2016,Consumer Internet,Online Share & Commodity Broking platform,Indore,Swastika Investmart Ltd,Seed Funding Round,2.38,Ndtv Wedding Portal
15-12-2016,Consumer Internet,Financial Services For Unorganized Workforce,Pune,Digital Financial Service Lab,Seed Funding Round,0.8,Customfurnish
15-12-2016,Technology,Drone Manufacturing,Mumbai,"WRV Capital and IndusAge Partners, Infosys Innovation Fund",Private Equity,80,Leaf Wearables
15-12-2016,Technology,Media Technology Solutions,Mumbai,"Emerald Media, Premji Invest",Private Equity,280,Coolshare
15-12-2016,Technology,Digital Entertainment Company,Mumbai,"Sequoia Capital India, North Base Media, Aarin Capital, 3one4 Capital, Axilor Ventures, Kunal Shah, Sandeep Tandon",Private Equity,24,Yumist
16-12-2016,Technology,Cloud Data Center Solutions provider,Hyderabad,Epsilon Venture Partners,Private Equity,184,Jigsaw Academy
16-12-2016,Consumer Internet,Holiday Packages provider,New Delhi,"GEMS Advisory, Quarizon",Seed Funding Round,0.98,Homestudio
20-12-2016,E-commerce,Online jewellery marketplace,Mumbai,Undisclosed Investors,Seed Funding Round,0.4,Holisol Logistics
21-12-2016,Consumer Internet,online to offline marketing platform,Bangalore,"Indian Angel Network, Let\\xe2\\x80\\x99s Venture",Seed Funding Round,4,Capricoast
